Coding:Level1,Coding:Level2,message
Information,Information,"['Yesterday', 'Nov', '11th', 'incident', 'involving', 'large', 'fishing', 'boat', 'The', 'boat', 'traveled', 'Roat\\xe1n', 'collecting', 'sea', 'cucumbers', 'around', 'French', 'Key', '\\nUpon', 'receiving', 'several', 'calls', 'concerned', 'residents', 'RMP', 'patrol', 'boat', 'approached', 'boat', 'acting', 'like', 'mother', 'ship', 'smaller', '\\u201cCayucos\\u201d', 'non-motored', 'dories', 'delivering', 'catch', 'The', 'Park', 'Rangers', 'accompanied', 'RMP', 'staff', 'Municipal', 'Police', 'ordered', 'captain', 'stop', 'harvesting', 'issue', 'regarding', 'proper', 'permits', 'jurisdiction', 'could', 'resolved', 'The', 'cayucos', 'ordered', 'return', 'boat', 'release', 'catch', 'sea', 'cucumbers', 'ocean', '\\n\\nWe', 'unable', 'inspect', 'main', 'vessel', 'neither', 'RMP', 'Municipal', 'Police', 'permitted', 'According', 'Management', 'Plan', 'Bay', 'Islands', 'National', 'Marine', 'Park', 'illegal', 'harvest', 'commercialize', 'seas', 'cucumbers', 'within', 'Bay', 'Island\\u2019s', 'National', 'Marine', 'Park', 'boundaries', 'However', 'vessel', 'issued', 'permit', '092-2012', 'Secretaria', 'de', 'Agricultura', 'Ganaderia', 'house', 'Fisheries', 'Department', 'mainland', 'allowing', 'therefore', 'going', 'regulations', 'stated', 'current', 'legal', 'management', 'plan.\\n\\nThe', 'boat', 'left', 'Bay', 'Islands', 'Roat\\xe1n', 'Marine', 'Park', 'involved', 'authorities', 'including', 'ministry', 'ICF', 'ministry', 'Environment', 'upholding', 'laws', 'management', 'plan']"
Community,Community: Response,"['Thanks', 'efforts', 'community', 'French', 'Cay', 'able', 're-release', 'bunch', 'sea', 'cucumbers', 'harvesetd', 'morning\\n']"
Information,Information,"['These', 'seahorses', 'confiscated', 'one', 'kid', 'West', 'Bay', 'Imagine', 'many', 'carried', 'around', 'hundreds', 'vendors', 'sell', 'marine', 'curios', 'cruise', 'shippers']"
Information,Information,"['New', 'dive', 'buoys', 'dremmeled', 'waiting', 'go', 'Already', 'replaced', '10', 'dive', 'moorings', 'week', 'moreto', 'follow', 'next', 'week']"
Information,Information,"['In', 'past', 'week', ""'ve"", 'busy', 'replacing', 'old', 'lines', 'adding', 'new', 'buoys', 'installing', 'missing', 'dive', 'moorings', 'well', 'getting', 'new', 'cement', 'chain', 'needed', 'Fixed', 'dive', 'moorings', 'include', 'Temptation', 'W.B', 'Kaylee', 'Daydream', 'W.B', 'Chloe', 'Coral', 'W.B', 'Shallow', 'Seaquest', 'W.E', 'Moonlight', 'W.E', 'Dixies', 'W.E', 'Grape', 'Escape', 'W.E', 'Shark', 'Bait', 'B.B', 'Marylyns', 'B.B', 'Mary', 'Place', '2', 'B.F.K', 'Mr', 'Bud', 'F.H', 'French', 'Cay', 'Cut', 'F.C', 'Piate', 'Point', 'P.T', 'one', 'two', 'others', 'Sandy', 'Bay', 'Flower', 'Bay', 'next', 'weather', 'permits']"
Information,Information,"['We', 'shocked', 'hear', 'violent', 'passing', 'beloved', 'friend', 'supporter', 'Patrick', 'Zing', 'He', 'kind', 'person', 'time', 'Roatan', 'involved', 'responsible', 'introducing', 'thousands', 'people', 'underwater', 'world', 'He', 'greatly', 'missed', 'hope', 'knew', 'worked', 'offer', 'thier', 'condolenses', 'family', 'travelling', 'Roatan', 'address', 'tragedy', 'A', 'true', 'friend', 'supporter', 'taken', 'away', 'us']"
Information,Information,"['This', 'little', 'guy', 'found', 'west', 'bay', 'floating', 'seaweed', 'trash', 'staff', 'TGI', 'diving', 'Its', 'fine', 'spend', 'next', 'months', 'Maya', 'Key', 'get', 'bigger', 'venturing', 'back', 'big', 'wide', 'world', 'Please', 'keep', 'close', 'eye', 'water', 'brothers', 'sisters', 'If', 'found', 'place', 'fresh', 'water', 'rehydrate', 'contact', 'us', 'p.s', 'pick', 'keep', 'away', 'pets', 'may', 'eat']"
Information,Information,"['In', 'memory', 'Captain', 'Vern', 'Dive', 'Masters', 'Choice', 'dive', 'mooring', 'renamed', 'Vern', 'Dropoff']"
Information,Information,"['Another', 'hatchling', 'found', 'inside', 'Barefoot', 'Key', 'marina', 'The', 'little', 'guy', 'destined', 'grizzly', 'end', 'swimming', 'around', 'dock', 'join', 'hatchlings', 'Maya', 'Key']"
Action,Action: Sell,"['Christmas', 'Baskets', 'Special', 'Christmas', 'Baskets', '\\r\\n\\r\\nSave', '$', '10', 'Great', 'items', 'every', 'one', 'Repellent', 'Tea', 'Hot', 'Sauce', 'Coffee', 'Rum', 'Cake', 'Spices', 'Eco', 'Books', 'Book', 'Marks', 'Re-usable', 'Bags', 'Soap', 'Jewelery', 'RMP', 'Mugs', 'Coasters', 'RMP', 'Stickers', 'RMP', 'Pens', 'much', 'much', '\\r\\n\\r\\nCome', 'ECO', 'Store', 'We', 'something', 'everyone']"
Action,Action: Help,"['We', 'looking', 'someone', 'install', 'new', 'POS', 'system', '\\nKnowledge', 'Quickbooks', 'must', 'We', 'compensate', 'help', 'Thanks']"
Information,Information,"['Pretty', 'soon', 'every', 'channel', 'Flowers', 'Bay', 'Man', 'War', 'Key', '10ft', 'heavy', 'duty', 'channel', 'markers', 'solar', 'beacons', '7', 'installed', '10', 'go']"
Action,Action: Promo,"['We', 'conducting', 'lionfish', 'licensing', 'program', 'today', '4pm', 'office', 'Half', 'Moon', 'Bay', 'If', 'interested', 'please', 'phone', '2445-4206']"
Community,Community: Response,"['If', 'anyone', 'know', 'interested', 'please', 'give', 'us', 'call', '2445-4206', '2445-4208', 'call', 'Christi', '3289-', '1213']"
Community,Community: Response,"['DOLPHINS', 'Hundred', 'heading', 'East', 'Gibson', 'Bight', '\\nKeep', 'us', 'updated', 'see']"
Community,Community: Thanks,"['Emergency', 'First', 'Response', 'training', 'RMP', 'Park', 'Rangers', 'Good', 'job', 'guys']"
Information,Information,"['Beautiful', 'Sunny', 'Day']"
Information,Information,"['The', 'remains', '600ft', 'roll', 'rope', 'opened', 'yesterday', 'New', 'lines', 'Odyssey', 'deep', 'Bear', 'Den', 'Wife']"
Community,Community: Response,"['Lionfish', 'Video']"
Information,Information,"['Busy', 'day', 'today', 'followed', 'busy', 'day', 'tomorrow', 'We', 'half', 'way', 'first', 'set', 'trainings', 'Roatan', 'Supermarkets', 'promoting', 'reduction', 'plastic', 'bags', '\\r\\n', '60', 'employees', 'Eldon', 'week', '70', 'Plaza', 'Mar', 'next']"
Community,Community: Thanks,"['Floor', 'Managers', 'Bag', 'packers', 'Cashiers', '3', 'Eldon', 'Supermarkets', 'working', 'together', 'team', 'building', 'conflict', 'resolution', 'activity', '\\r\\nGreat', 'Job', 'Guys', 'hope', 'outcome', 'week', 'Plaza', 'Mar']"
Information,Information,"['Socioeconomic', 'Monitoring', 'Coastal', 'Management', 'workshop', 'Corozal', 'Belize', 'This', 'workshop', 'organized', 'funded', 'Belize', 'Audubon', 'Society', 'Zamorano', 'CEM', 'NOAA', 'Coral', 'Reef', 'Conservation', 'Program', 'GCFI.\\r\\n\\r\\nWe', 'getting', 'simple', 'visual', 'tools', 'better', 'approach', 'communities', 'achieve', 'united', 'effort', 'protect', 'Island']"
Information,Information,"['At', 'least', 'chance']"
Community,Community: Reply,"['A', 'think', 'one']"
Information,Information,"['Happy', 'Monday', 'fellow', 'conservationists', '\\nAs', 'know', 'Semana', 'Santa', 'Easter', 'Week', 'approaching', 'The', 'RMP', 'hard', 'work', 'order', 'absorb', 'impact', 'National', 'International', 'tourists', 'flock', 'islands', 'week', '\\n\\nWe', 'reinforcing', 'swim', 'zones', 'West', 'Bay', 'West', 'End', 'providing', 'informative', 'signage', 'indicating', 'zones', 'speed', 'limits', 'protected', 'area', 'dumping', 'littering', 'put', 'cigarette', 'butts', 'right', 'place', 'among', 'others', 'throughout', 'Sandy', 'Bay-', 'West', 'End', 'area', 'Reinforcing', 'Responsible', 'Seafood', 'Guide', 'existing', 'members', 'new', 'members', 'alike', 'chatting', 'Marine', 'Recreation', 'Providers', 'new', 'staff', 'week', 'Planning', 'strategy', 'patrols', 'need', 'volunteers', 'extra', 'beach', 'awareness', 'specials', 'ECO', 'Store', 'eco', 'conscious', 'tourist', 'including', 'sunscreen', 'bug', 'repellant', '\\n\\nWe', 'working', 'things', 'positive', 'things', 'come', 'recommendations', 'welcome', 'need', 'addressed', 'well', 'BRING', 'IT', 'ON', 'SEMANA', 'SANTA', '\\n\\n~RMP', 'Staff']"
Community,Community: Thanks,"['Our', 'candidates', 'Protect', 'Our', 'Pride', 'dive', 'program', 'English', 'speaking', 'Hondurans', 'great', 'things', 'Last', 'Friday', 'Edgard', 'Antunez', 'resident', 'Mud', 'Hole', 'tour', 'guide', 'Upachaya', 'organized', 'school', 'presentation', 'beach', 'cleanup', 'I', 'think', 'something', 'ladies', 'gentlemen', 'Great', 'Job', 'everyone', 'helped', '\\r\\nMore', 'updates', 'come']"
Community,Community: Thanks,"['Great', 'hour', 'work', 'morning', 'Thanks', 'group', 'High', 'School', 'environment', 'studies', 'students', 'Minnesota', 'making', 'decision', 'make', 'difference', 'Together', 'favourite', 'diveshop', 'Native', 'sons', 'picked', 'everything', 'recyclables', 'plastic', 'bags', 'diapers', 'razors', 'Proud', 'guys', 'met', 'morning']"
Community,Community: Thanks,"['The', 'numbers', 'challenge', 'aim', 'high', 'Graphs', 'front', 'runners', 'coming', 'See', 'stand', 'set', 'goal', 'little', 'higher', 'March', 'Great', 'Job', 'everyone']"
Community,Community: Thanks,"['The', 'numbers', 'challenge', 'aim', 'high', 'Graphs', 'front', 'runners', 'coming', 'See', 'stand', 'set', 'goal', 'little', 'higher', 'March', 'Great', 'Job', 'everyone']"
Community,Community: Thanks,"['Thank', 'support', '\\nBracelet', 'sales', 'Memberships', 'January', 'February', '2013\\nSouth', 'Side', 'East', 'End']"
Information,Information,"['Bracelet', 'Sales', 'Memberships', 'January', 'February', '2013', 'West', 'End', 'Sandy', 'Bay', 'West', 'Bay', '\\r\\nThank', 'loyal', 'support']"
Information,Information,"['Bracelet', 'token', 'sales', 'january', 'february', 'dive', 'shops', 'businesses', 'around', 'island', 'This', 'include', 'memberships', 'donations']"
Action,Action: Promo,"['Interested', 'particpating', 'year', 'lionfish', 'derby', 'Next', 'week', 'holding', 'first', 'derby', '2013', 'From', 'Thursday', 'Saturday', 'seeing', 'many', 'lionfish', 'remove', 'reefs', 'Prizes', 'fish', 'caught', 'day', 'smallest', 'largest', 'specimens', 'Can', 'beat', 'current', 'Roatan', 'record', '16inches', 'mouth', 'closed', 'Mail', 'details']"
Information,Information,"['Here', 'one', 'materials', 'every', 'member', 'Bay', 'Islands', 'Responsible', 'Seafood', 'Guide', 'restaurant']"
Information,Information,"['Aqui', 'tenemos', 'al', 'sticker', 'que', 'va', 'adentro', 'de', 'los', 'menus', 'en', 'el', 'parte', 'abajo', 'se', 'la', 'explicacion', 'de', 'los', 'categorias']"
Information,Information,"['Here', 'menu', 'sticker', 'On', 'bottom', 'see', 'explanation', 'categories', 'species', 'within']"
Community,Community: Thanks,"['Thanks', 'Coconut', 'Tree', 'Divers', '&', 'Go', 'Pro', 'Caribbean', 'bringing', 'back', 'lost', 'buoy', 'We', 'figure', 'came', 'get', 'back']"
Community,Community: Response,[]
Action,Action: Promo,"['Earth', 'Hour..', 'coming']"
Community,Community: Response,['Check']
Community,Community: Thanks,"['We', 'want', 'thank', 'Cpt', 'Moreno', 'Velazquez', 'board', 'Uba', 'Isti', 'Native', 'Sons', 'dive', 'shop', 'let', 'us', 'know', 'Green', 'Turtle', 'tangled', 'piece', 'gill', 'net', 'Ranger', 'Oscar', 'Valladares', 'Giacomo', 'Palavicini', 'went', 'help', 'turtle', 'able', 'release', 'She', 'went', 'away', 'minor', 'cuts', 'without', 'net', 'attached', 'Good', 'job', 'guys']"
Information,Information,"['The', 'Roatan', 'Marine', 'Park', 'pleased', 'announce', 'hiring', 'Giacomo', 'Palavicini', 'position', 'Executive', 'Director', 'Giacomo', 'brings', 'extensive', 'background', 'conservation', 'environmental', 'marine', 'management', 'well', 'passion', 'reef', 'Bay', 'Islands', 'Giacomo', 'staff', 'Marine', 'Park', 'role', 'Director', 'South', 'Side', 'Patrols', 'since', 'August', '2012', 'time', 'shown', 'results', 'leadership', 'qualities', 'greatly', 'benefit', 'RMP', 'leading', 'great', 'team', 'Please', 'join', 'us', 'welcoming', 'Giacomo', 'new', 'Executive', 'Director', 'Roatan', 'Marine', 'Park']"
Information,Information,"['The', 'RMP', 'BICA', 'working', '5', 'year', 'national', 'project', 'funded', 'Kfw', 'entitled', '``', 'Conservation', 'marine', 'resources', 'Central', 'America', ""''""]"
Information,Information,"['page', '2', 'brochure']"
Information,Information,"['Semana', 'Santa', 'Operative', 'meeting', 'Municipality', 'Proud', 'part', 'safety', 'Semana', 'Santa', '\\r\\nIf', 'Health', 'fire', 'police', 'related', 'Emergencies', 'please', 'call', 'COE', 'Operation', 'Center', 'Emergencies', '2445-1972', 'call', 'Roatan', 'Vice', 'Mayor', 'Elsa', '9986-6626\\r\\nIf', 'Marine', 'related', 'Emergencies', 'call', 'Director', 'Giaco', '3171-5982', 'office', '2445-4206', '4208']"
Information,Information,"['We', 'patrols', 'West', 'Bay', 'watching', 'speeding', 'boats', 'Please', 'note', 'due', 'circumstances', 'time', 'year', 'WILL', 'report', 'speeding', 'boats', 'Harbour', 'Master', 'may', 'result', 'fines', 'Please', 'know', 'anyone', 'boat', 'let', 'know']"
Action,Action: Volunteer,"['Have', 'time', 'Semana', 'Santa', 'We', 'beach', 'cleanup', 'Tuesday', '2nd', 'April', '\\nContact', 'Christi', 'interested', 'participating']"
Community,Community: Response,"['What', 'favourite', 'caribbean', 'reef', 'fish']"
Community,Community: Response,"['What', 'best', 'lionfish', 'recipe', 'We', 'like', 'little', 'lime', 'juice', 'onion', 'ala', 'ceviche']"
Action,Action: Promo,"['Tomorrow', 'beach', 'cleanup', '8-10', '\\nMeet', 'Marine', 'Park', '8AM']"
Action,Action: Promo,"['Due', 'lack', 'interest', 'unfortunately', 'beach', 'cleanup', 'today', 'We', 'plan', 'another', 'one', 'FRIDAY', '5th', 'April', '8-10AM', 'meeting', 'Marine', 'Park', 'Office', '8', '\\n\\nPlease', 'let', 'know', 'interested', 'plastic', 'going', 'pick']"
Community,Community: Response,"['We', 'looking', 'Secret', 'Shoppers', 'The', 'Bay', 'Islands', 'Responsible', 'Seafood', 'Guide', 'If', 'going', 'eat', 'next', 'weeks', 'please', 'let', 'us', 'know']"
Community,Community: Thanks,"['We', 'one', 'police', 'officer', 'bombero', '2', 'kids', '6', 'adults', 'dog', 'come', 'help', 'today', 'Thank', 'You', 'help', 'support']"
Information,Information,"['Chart', 'showing', 'user', 'fee', 'sales', 'membership', 'payments', 'dive', 'shops', 'outside', 'West', 'End', 'West', 'Bay', 'Sandy', 'Bay']"
Information,Information,"['Chart', 'showing', 'user', 'fee', 'sales', 'membership', 'payments', 'dive', 'shops', 'around', 'West', 'End', 'West', 'Bay', 'Sandy', 'Bay']"
Community,Community: Thanks,"['In', 'semana', 'santa', 'team', 'work', 'hard', 'side', 'side', 'Cruz', 'Roja', 'Bomberos', 'Police', 'Marina', 'Mercante', 'COPECO', 'Hospitals', 'Municipality', 'reduce', 'risks', 'semana', 'santa', 'photos', 'effort']"
Community,Community: Response,"['Horrible', 'shot', 'watch', 'video', 'whole', 'experience']"
Action,Action: Promo,"['The', 'Roatan', 'Marine', 'Park', 'working', 'Patronato', 'community', 'council', 'West', 'End', 'Saturday', 'fundraiser', 'We', 'helping', 'kid', 'activities', 'include', '50lps', 'day', 'use', 'inflatable', 'slide', 'mini', 'beach', 'scavenger', 'hunt', 'teens', 'crab', 'races', 'whole', 'family', 'sand', 'castle', 'building', 'contest', 'interest', 'Do', 'guys', 'think', 'interest', 'Saturday', '11-5ish', 'Half', 'Moon', 'Bay', 'West', 'End', 'See']"
Community,Community: Response,"['Whadda', 'say']"
Community,Community: Response,"['**Slogan', 'Competition**\\r\\nWe', 'making', 'paper', 'cups', 'hopefully', 'reduce', 'amount', 'plastic', 'cups', 'end', 'sea', 'ultimately', 'reef', 'What', 'slogan', 'go', 'cups', 'We', 'thinking', 'things', 'like', '``', 'helping', 'reduce', 'plastic', 'reef', ""''"", '``', 'one', 'less', 'cup', 'dump', ""''"", '\\r\\nPlease', 'help', 'us', 'come', 'slogan', 'English', 'Spanish', 'Spanglish', 'welcome']"
Action,Action: Promo,"['We', 'Patronato', 'West', 'End', 'tomorrow', 'starting', 'around', '11', 'Come', 'sign', 'sand', 'castle', 'building', 'contest', 'beach', 'scavenger', 'hunt', 'crab', 'races', 'inflatable', 'slide', 'day', 'use', 'West', 'End', 'Block', 'Party']"
Community,Community: Response,"['Good', 'Monday', 'Morning', '\\nThere', 'still', 'time', 'submit', 'slogans', '``', 'one', 'less', 'plastic', 'cup', 'reef', ""''"", 'competition', '\\nWe', 'making', 'distributing', 'paper', 'cups', 'next', 'months', 'They', 'logo', '2', 'logos', 'funders', 'room', 'slogan', 'short', 'sweet', 'We', 'looking', '7', 'words', 'less']"
Information,Information,"['5', 'iguanas', 'saved', 'cooking', 'pot', 'Confiscated', 'weekend', 'near', 'Alba', 'Plaza', 'released', 'safer', 'place']"
Information,Information,"['6', 'iguanas', 'confiscated', 'weekend', 'These', 'guys', 'taken', 'kids', 'West', 'Bay', 'road', 'relocated', 'Gumbalimba', 'safe', 'becoming', 'stew']"
Information,Information,"['On', 'Wednesday', '13', 'April', 'ranger', 'stopped', 'heaving', 'sea', 'cucumber', 'poaching', 'Gibson', 'bite', 'Sandy', 'Bay', '14', 'fishers', 'big', 'bags', 'full', 'live', 'sea', 'cucumber', 'ready', 'take', 'water', 'The', 'organisms', 'set', 'free', 'equipment', 'impounded', 'investigation', 'going', 'Any', 'commercial', 'fisheries', 'Island', 'illegal', 'And', 'products', 'go', 'Asian', 'market']"
Community,Community: Response,"['Spanish', 'Video', 'Plastics']"
Action,Action: Help,"['Still', 'looking', 'someone', 'help', 'us', 'create', '2', 'databases', 'basic', 'databases', 'Anyone', 'help', 'us']"
Community,Community: Response,"['English', 'Plastic', 'video']"
Community,Community: Response,"['Be', 'look', 'banner', 'The', 'restaurants', 'display', 'banner', 'members', 'Bay', 'Islands', 'Responsible', 'Seafood', 'Guide', 'responsible', 'members', 'society']"
Community,Community: Thanks,"['The', 'RMP', 'office', 'eco', 'store', 'new', 'sign', 'displaying', 'Business', 'Members', 'Gold', 'Silver', 'Individual', 'members', 'We', 'would', 'like', 'say', 'huge', 'thank', 'supporters', 'business', 'would', 'like', 'support', 'cause', 'please', 'contact', 'us', 'info', 'roatanmarinepark.net']"
Community,Community: AckCurrentEvent,"['The', 'RMP', 'holding', 'first', 'derby', '2013', 'conjunction', 'Caribbean', 'Cup', 'Free', 'Diving', 'competition', 'From', 'Saturday', 'May', '18th', 'Monday', '20th', 'teams', 'snorkelers', 'divers', 'hunting', 'around', 'Roatan', 'Results', 'derby', 'cook', 'held', 'San', 'Simon', 'West', 'Bay', 'Wednesday', '22nd']"
Information,Information,"['We', 'started', 'month', 'successful', 'operation', 'coordination', 'Police', 'We', 'able', 'impound', '500', 'feet', 'long', '8', 'feet', 'tall', 'gill', 'net', 'craw-fish', 'rock', 'area']"
Community,Community: Thanks,"['We', 'would', 'like', 'say', 'thank', 'supporters', 'hope', 'viewing', 'charts', 'make', 'informed', 'choice', 'deciding', 'dive', 'Thank']"
Community,Community: Thanks,"['We', 'would', 'like', 'say', 'thank', 'supporters', 'We', 'would', 'happy', 'meet', 'owners', 'staff', 'shops', 'trouble', 'selling', 'user', 'fee', 'need', 'convincing', 'We', 'materials', 'posters', 'brochures', 'available', 'please', 'email', 'need']"
Community,Community: Thanks,"['Special', 'thanks', 'Martin', 'Cabrera', 'Deheza', 'photo', 'Sargassum', 'Frogfish', 'submitted', '2012', 'photo', 'competition']"
Action,Action: Promo,"['Reminder', 'lionfish', 'derby', 'taking', 'place', 'next', 'weekend', 'If', 'interested', 'please', 'contact', 'us']"
Information,Information,"['Meeting', 'Punta', 'Gorda', 'community', 'fishermen', 'Objective', 'conflict', 'resolution', 'proposal', 'joint', 'efforts', 'help', 'community', 'alternative', 'livelihoods']"
